lat,long,date,tmin,tmax,prec,ws,rhmin,rhmax,site
52.17012,0.170257,1978-01-21,0.360450242405875,4.27153840529559,0,4.04511554673732,82.2636943222892,93.6124683421138,Beechwoods
52.17012,0.170257,1978-01-22,-0.0753407265537476,5.32525062788358,2.35325933322049,4.2309733604031,82.613892164653,87.613892164653,Beechwoods
52.17012,0.170257,1978-01-23,-0.724702766150699,7.60158493419306,7.91785130591503,6.33578065784906,81.0715397535486,86.0715397535486,Beechwoods
52.17012,0.170257,1978-01-24,3.61890155483383,6.84665430611625,1.10505805576589,6.98325820160222,61.2176928662608,66.2176928662608,Beechwoods
52.17012,0.170257,1978-01-25,0.524154405529941,5.9170037289141,0,6.4988339794637,66.3359106892041,86.857383902102,Beechwoods
52.17012,0.170257,1978-01-26,-0.272621004756502,4.67046432215062,1.42462854005771,4.41513866810613,78.3650644855438,88.2073034562656,Beechwoods
52.17012,0.170257,1978-01-27,-0.507620585836094,6.57346934076435,3.33905466449809,5.3592933370297,88.0983088836763,88.6564924310146,Beechwoods
52.17012,0.170257,1978-01-28,2.66980268611718,5.96533610123544,13.1152870858771,7.79303150532617,89.0242079253583,96.5015048441259,Beechwoods
52.17012,0.170257,1978-01-29,2.64550838381138,4.23016878841372,5.08078908016699,3.3496844286092,90.3484802226054,91.2915630388258,Beechwoods
52.17012,0.170257,1978-01-30,-1.49024459329291,4.40809873045498,3.07727263421196,6.35518248314864,82.0409216773098,87.0409216773098,Beechwoods
52.17012,0.170257,1978-01-31,-3.50617622411278,3.14281428567108,6.20935548286994,3.47340371001535,85.2731279002384,90.2731279002384,Beechwoods
52.17012,0.170257,1978-02-01,-0.697631887849298,6.6700126452136,6.90332154833885,2.68699076249677,92.298115910809,98.7052934565729,Beechwoods
52.17012,0.170257,1978-02-02,2.10960217357604,4.34627731999336,2.27524116412027,4.04825386795042,85.2648681062499,90.2648681062499,Beechwoods
52.17012,0.170257,1978-02-03,0.0116293613384073,3.84344351266503,0,0.97388186800761,83.6874479929929,92.7162634990956,Beechwoods
52.17012,0.170257,1978-02-04,1.5809663741768,4.59010048271693,6.99001515648847,5.27530919229274,85.1961664717977,90.1961664717977,Beechwoods
52.17012,0.170257,1978-02-05,1.55021617903867,6.96061473446235,2.51581879667615,3.13040531163826,87.6289951617022,95.5053323450618,Beechwoods
52.17012,0.170257,1978-02-06,1.30455883654207,5.9302034287108,0.950841410181464,2.90243289971318,82.3855419988246,95.6601295340666,Beechwoods
52.17012,0.170257,1978-02-07,0.888971876234507,4.55841477767427,0.641732033951172,2.82462095674622,79.928606064754,84.928606064754,Beechwoods
52.17012,0.170257,1978-02-08,-0.331720363035117,2.16016035873878,1.04128612446527,4.96281677857149,69.5636235044143,74.5636235044143,Beechwoods
52.17012,0.170257,1978-02-09,-1.16693344707096,0.919699308272584,1.49761234004243,6.67594740043371,56.6566423690971,61.6566423690971,Beechwoods
52.17012,0.170257,1978-02-10,-3.21049515505496,0.18519603494849,0.847604408907069,4.4611149758969,61.89181278455,68.5558728848158,Beechwoods
52.17012,0.170257,1978-02-11,-4.26539495397793,0.755666952821116,1.75327124296203,3.65541508945334,67.5216757574463,75.8966383771712,Beechwoods
52.17012,0.170257,1978-02-12,-2.97743397209024,1.47123373426393,3.21932881918603,3.84424634145211,81.037129456064,88.6593119072023,Beechwoods
52.17012,0.170257,1978-02-13,-2.90777698960966,2.12120342864756,0.652682305278443,5.1218481521817,75.0610169438351,90.5912426123794,Beechwoods
52.17012,0.170257,1978-02-14,-1.94281956423686,3.06688033207445,0,4.40775286869815,73.3826037225513,91.0005455222044,Beechwoods
52.17012,0.170257,1978-02-15,-2.87673838080212,2.96397782719237,0,0.890987659301941,71.2366971939309,88.4586931606397,Beechwoods
52.17012,0.170257,1978-02-16,-0.605044226633538,3.25848399463757,0.6950055579212,2.72355278562856,76.0849532406652,83.9049861346665,Beechwoods
52.17012,0.170257,1978-02-17,-3.7051722728371,2.32840730059252,0,2.09329608143491,69.7878139883352,84.8795340718301,Beechwoods
52.17012,0.170257,1978-02-18,-4.63722299308603,2.64982230862825,0,3.10236416902124,65.9731552099859,88.8487210171269,Beechwoods
52.17012,0.170257,1978-02-19,-0.828163451610351,1.54381283451852,0,7.85285378757744,51.3741000403068,56.3741000403068,Beechwoods
